reference_number,watch_URL,type,brand,year_introduced,parent_model,specific_model,nickname,marketing_name,style,currency,price,image_URL,made_in,case_shape,case_material,case_finish,caseback,diameter,between_lugs,lug_to_lug,case_thickness,bezel_material,bezel_color,crystal,water_resistance,weight,dial_color,numerals,bracelet_material,bracelet_color,clasp_type,movement,caliber,power_reserve,frequency,jewels,features,description,short_description
AVCQHM16RR038,https://www.harrywinston.com/en/products/harry-winston-the-avenue-collection/avenue-c-mini-art-deco-r1/18k-rose-gold-avcqhm16rr038,N/A,Harry Winston,N/A,N/A,Avenue C Mini Art Deco,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,15.6 x 32.3 mm,N/A,N/A,7.8 mm,N/A,N/A,N/A,3,N/A,"sunray pattern
18K gold Emerald applique",N/A,18K rose gold,N/A,18K rose gold,quartz,HW1053,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            63 brilliant-cut diamonds (approx. 0.75 carat)"
AVEAHM21WW003,https://www.harrywinston.com/en/products/harry-winston-the-avenue-collection/avenue-classic-automatic-w1/18k-white-gold-diamond-set-aveahm21ww003,N/A,Harry Winston,N/A,N/A,Avenue Classic Automatic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,21.4 x 36.1 mm,N/A,N/A,8.4 mm,N/A,N/A,N/A,3,N/A,white mother-of-pearl,N/A,18K white gold,N/A,18K white gold,automatic,HW2009,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            209 brilliant-cut diamonds (approx. 6.22 cts)1 emerald-cut diamond (approx. 0.02 carat)"
AVCQMP16RR004,https://www.harrywinston.com/en/products/harry-winston-the-avenue-collection/avenue-c-mini-moon-phase-r2/brown-pearl-alligator-leather-avcqmp16rr004,N/A,Harry Winston,N/A,N/A,Avenue C Mini Moon Phase,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,15.6 x 32.3 mm,N/A,N/A,8.1 mm,N/A,N/A,N/A,3,N/A,"brown beaded mother-of-pearl
blue mother-of-pearl
18K gold moons indexes and Emerald applique",N/A,18K rose gold,N/A,18K rose gold,quartz,HW5101,N/A,N/A,N/A,"hours and minutes
moon phase",N/A,"Total gem-setting

                            149 brilliant-cut diamonds (approx. 0.85 carat)8 baguette-cut diamonds (approx. 0.03 carat)"
AVCQMP16RR006,https://www.harrywinston.com/en/products/harry-winston-the-avenue-collection/avenue-c-mini-moon-phase-r2/18k-rose-gold-diamond-set-avcqmp16rr006,N/A,Harry Winston,N/A,N/A,Avenue C Mini Moon Phase,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,15.6 x 32.3 mm,N/A,N/A,8.1 mm,N/A,N/A,N/A,3,N/A,"brown beaded mother-of-pearl
blue mother-of-pearl
18K gold moons indexes and Emerald applique",N/A,18K rose gold,N/A,18K rose gold,quartz,HW5101,N/A,N/A,N/A,"hours and minutes
moon phase",N/A,"Total gem-setting

                            355 brilliant-cut diamonds (approx. 2.96 cts)8 baguette-cut diamonds (approx. 0.03 carat)"
AVCQHM19WW138,https://www.harrywinston.com/en/products/harry-winston-the-avenue-collection/avenue-c-emerald-w1/18k-white-gold-diamond-set-avcqhm19ww138,N/A,Harry Winston,N/A,N/A,Avenue C Emerald,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,19 x 39.5 mm,N/A,N/A,6.7 mm,N/A,N/A,N/A,3,N/A,"light pink varnished white mother-of-pearl
light lilac varnished beaded mother-of-pearl
18K gold Emerald applique",N/A,18K white gold,N/A,18K white gold,quartz,HW1044,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            225 brilliant-cut diamonds (approx. 5.56 cts)"
AVCQHM19WW137,https://www.harrywinston.com/en/products/harry-winston-the-avenue-collection/avenue-c-emerald-w1/18k-white-gold-avcqhm19ww137,N/A,Harry Winston,N/A,N/A,Avenue C Emerald,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,19 x 39.5 mm,N/A,N/A,6.7 mm,N/A,N/A,N/A,3,N/A,"light pink varnished white mother-of-pearl
light lilac varnished beaded mother-of-pearl
18K gold Emerald applique",N/A,18K white gold,N/A,18K white gold,quartz,HW1044,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            87 brilliant-cut diamonds (approx. 1.66 cts)"
AVCQHM19RR039,https://www.harrywinston.com/en/products/harry-winston-the-avenue-collection/avenue-c-emerald-r1/18k-rose-gold-diamond-set-avcqhm19rr039,N/A,Harry Winston,N/A,N/A,Avenue C Emerald,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,19 x 39.5 mm,N/A,N/A,6.7 mm,N/A,N/A,N/A,3,N/A,"light pink varnished white mother-of-pearl
light lilac varnished beaded mother-of-pearl
18K gold Emerald applique",N/A,18K rose gold,N/A,18K rose gold,quartz,HW1044,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            225 brilliant-cut diamonds (approx. 5.56 cts)"
AVCQHM16WW045,https://www.harrywinston.com/en/products/harry-winston-the-avenue-collection/avenue-c-mini-art-deco-w1/white-alligator-leather-avcqhm16ww045,N/A,Harry Winston,N/A,N/A,Avenue C Mini Art Deco,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,15.6 x 32.3 mm,N/A,N/A,7.8 mm,N/A,N/A,N/A,3,N/A,"sunray pattern
18K gold Emerald applique",N/A,18K white gold,N/A,18K white gold,quartz,HW1053,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            63 brilliant-cut diamonds (approx. 0.75 carat)"
AVEQHM21RR123,https://www.harrywinston.com/en/products/harry-winston-the-avenue-collection/avenue-classic-r3/18k-rose-gold-aveqhm21rr123,N/A,Harry Winston,N/A,N/A,Avenue Classic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,21.4 x 36.1 mm,N/A,N/A,6.7 mm,N/A,N/A,N/A,3,N/A,"sunray waves guilloché
18K gold Emerald applique",N/A,18K rose gold,N/A,18K rose gold,quartz,HW1046,N/A,N/A,N/A,"hours and minutes
small seconds",N/A,"Total gem-setting

                            67 brilliant-cut diamonds (approx. 2.28 cts)"
AVCQHM19RR038,https://www.harrywinston.com/en/products/harry-winston-the-avenue-collection/avenue-c-emerald-r1/18k-rose-gold-avcqhm19rr038,N/A,Harry Winston,N/A,N/A,Avenue C Emerald,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,19 x 39.5 mm,N/A,N/A,6.7 mm,N/A,N/A,N/A,3,N/A,"light pink varnished white mother-of-pearl
light lilac varnished beaded mother-of-pearl
18K gold Emerald applique",N/A,18K rose gold,N/A,18K rose gold,quartz,HW1044,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            87 brilliant-cut diamonds (approx. 1.66 cts)"
AVEQHM21RR122,https://www.harrywinston.com/en/products/harry-winston-the-avenue-collection/avenue-classic-r3/brown-alligator-leather-aveqhm21rr122,N/A,Harry Winston,N/A,N/A,Avenue Classic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,21.4 x 36.1 mm,N/A,N/A,6.7 mm,N/A,N/A,N/A,3,N/A,"sunray waves guilloché
18K gold Emerald applique",N/A,18K rose gold,N/A,18K rose gold,quartz,HW1046,N/A,N/A,N/A,"hours and minutes
small seconds",N/A,"Total gem-setting

                            67 brilliant-cut diamonds (approx. 2.28 cts)"
AVCQMP16WW009,https://www.harrywinston.com/en/products/harry-winston-the-avenue-collection/avenue-c-mini-moon-phase-w2/18k-white-gold-diamond-set-avcqmp16ww009,N/A,Harry Winston,N/A,N/A,Avenue C Mini Moon Phase,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,15.6 x 32.3 mm,N/A,N/A,8.1 mm,N/A,N/A,N/A,3,N/A,"blue beaded mother-of-pearl
blue mother-of-pearl
18K gold moons indexes and Emerald applique",N/A,18K white gold,N/A,18K white gold,quartz,HW5101,N/A,N/A,N/A,"hours and minutes
moon phase",N/A,"Total gem-setting

                            355 brilliant-cut diamonds (approx. 2.96 cts)8 baguette-cut diamonds (approx. 0.03 carat)"
AVEQMP21WW007,https://www.harrywinston.com/en/products/harry-winston-the-avenue-collection/avenue-classic-20th-anniversary-moon-phase-w1/18k-white-gold-diamond-set-aveqmp21ww007,N/A,Harry Winston,N/A,N/A,Avenue Classic 20th Anniversary Moon Phase,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,21.4 x 36.1 mm,N/A,N/A,7.4 mm,N/A,N/A,N/A,3,N/A,"blue and purple beaded mother-of-pearl
18K gold Emerald applique",N/A,18K white gold,N/A,18K white gold,quartz,HW5203,N/A,N/A,N/A,"hours and minutes
small seconds
moon phase",N/A,"Total gem-setting

                            240 brilliant-cut diamonds (approx. 8.20 cts)"
AVEQHM21WW280,https://www.harrywinston.com/en/products/harry-winston-the-avenue-collection/avenue-classic-diamond-drops-w1/black-alligator-leather-aveqhm21ww280,N/A,Harry Winston,N/A,N/A,Avenue Classic Diamond Drops,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,21.4 x 36.1 mm,N/A,N/A,6.7 mm,N/A,N/A,N/A,3,N/A,"pebbled black
snow-setting
18K gold Emerald applique",N/A,18K white gold,N/A,18K white gold,quartz,HW1044,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            158 brilliant-cut diamonds (approx. 2.53 cts)"
AVEQMP21WW002,https://www.harrywinston.com/en/products/harry-winston-the-avenue-collection/avenue-classic-20th-anniversary-moon-phase-w1/blue-pearl-alligator-leather-aveqmp21ww002,N/A,Harry Winston,N/A,N/A,Avenue Classic 20th Anniversary Moon Phase,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,21.4 x 36.1 mm,N/A,N/A,7.4 mm,N/A,N/A,N/A,3,N/A,"blue and purple beaded mother-of-pearl
18K gold Emerald applique",N/A,18K white gold,N/A,18K white gold,quartz,HW5203,N/A,N/A,N/A,"hours and minutes
small seconds
moon phase",N/A,"Total gem-setting

                            128 brilliant-cut diamonds (approx. 4.38 cts)"
AVEQHM21WW282,https://www.harrywinston.com/en/products/harry-winston-the-avenue-collection/avenue-classic-diamond-drops-w1/18k-white-gold-diamond-set-aveqhm21ww282,N/A,Harry Winston,N/A,N/A,Avenue Classic Diamond Drops,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,21.4 x 36.1 mm,N/A,N/A,6.7 mm,N/A,N/A,N/A,3,N/A,"pebbled black
snow-setting
18K gold Emerald applique",N/A,18K white gold,N/A,18K white gold,quartz,HW1044,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            296 brilliant-cut diamonds (approx. 6.43 cts)"
AVCQTZ19RR001,https://www.harrywinston.com/en/products/harry-winston-the-avenue-collection/avenue-c-dual-time-r1/brown-pearl-alligator-leather-avcqtz19rr001,N/A,Harry Winston,N/A,N/A,Avenue C Dual Time,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,19 x 39.5 mm,N/A,N/A,8 mm,N/A,N/A,N/A,3,N/A,"white mother-of-pearl
18K gold Emerald applique",N/A,18K rose gold,N/A,18K rose gold,quartz,HW1053,N/A,N/A,N/A,"excentered hours and minutes
excentered second time-zone",N/A,"Total gem-setting

                            50 brilliant-cut diamonds (approx. 1.62 cts)"
AVCQHM16RR041,https://www.harrywinston.com/en/products/harry-winston-the-avenue-collection/avenue-c-mini-lily-cluster-r1/brown-alligator-leather-avcqhm16rr041,N/A,Harry Winston,N/A,N/A,Avenue C Mini Lily Cluster,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,15.6 x 32.3 mm,N/A,N/A,7.8 mm,N/A,N/A,N/A,3,N/A,"white mother-of-pearl
Lily Cluster pattern
18K gold Emerald applique",N/A,18K rose gold,N/A,18K rose gold,quartz,HW1053,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            81 brilliant-cut diamonds (approx. 0.78 carat)"
AVCQTZ19WW001,https://www.harrywinston.com/en/products/harry-winston-the-avenue-collection/avenue-c-dual-time-w1/dark-gray-pearl-alligator-leather-avcqtz19ww001,N/A,Harry Winston,N/A,N/A,Avenue C Dual Time,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,19 x 39.5 mm,N/A,N/A,8 mm,N/A,N/A,N/A,3,N/A,"white mother-of-pearl
18K gold Emerald applique",N/A,18K white gold,N/A,18K white gold,quartz,HW1053,N/A,N/A,N/A,"excentered hours and minutes
excentered second time-zone",N/A,"Total gem-setting

                            50 brilliant-cut diamonds (approx. 1.62 cts)"
AVCQTZ19RR003,https://www.harrywinston.com/en/products/harry-winston-the-avenue-collection/avenue-c-dual-time-r1/18k-rose-gold-diamond-set-avcqtz19rr003,N/A,Harry Winston,N/A,N/A,Avenue C Dual Time,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,19 x 39.5 mm,N/A,N/A,8 mm,N/A,N/A,N/A,3,N/A,"white mother-of-pearl
18K gold Emerald applique",N/A,18K rose gold,N/A,18K rose gold,quartz,HW1053,N/A,N/A,N/A,"excentered hours and minutes
excentered second time-zone",N/A,"Total gem-setting

                            182 brilliant-cut diamonds (approx. 5.50 cts)"
AVCQHM19RR015,https://www.harrywinston.com/en/products/harry-winston-the-avenue-collection/avenue-c-r1/18k-rose-gold-avcqhm19rr015,N/A,Harry Winston,N/A,N/A,Avenue C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,19 x 39.5 mm,N/A,N/A,6.7 mm,N/A,N/A,N/A,3,N/A,white mother-of-pearl,N/A,18K rose gold,N/A,18K rose gold,quartz,HW1044,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            43 brilliant-cut diamonds (approx. 1.57 cts)"
AVCQMP16WW006,https://www.harrywinston.com/en/products/harry-winston-the-avenue-collection/avenue-c-mini-moon-phase-20th-anniversary-w2/pink-pearl-alligator-leather-avcqmp16ww006,N/A,Harry Winston,N/A,N/A,Avenue C Mini Moon Phase 20th Anniversary,N/A,Limited edition: 20 pieces,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,15.6 x 32.3 mm,N/A,N/A,8.1 mm,N/A,N/A,N/A,3,N/A,"white pink and blue mother-of-pearl
18K gold moons and Emerald applique",N/A,18K white gold,N/A,18K white gold,quartz,HW5101,N/A,N/A,N/A,"hours and minutes
moon phase",N/A,"Total gem-setting

                            76 brilliant-cut pink sapphires (approx. 0.16 carat)52 baguette-cut diamonds (approx. 1.48 cts)21 brilliant-cut diamonds (approx. 0.07 carat)"
AVEQMP21WW003,https://www.harrywinston.com/en/products/harry-winston-the-avenue-collection/avenue-classic-20th-anniversary-moon-phase-w1/18k-white-gold-gem-set-aveqmp21ww003,N/A,Harry Winston,N/A,N/A,Avenue Classic 20th Anniversary Moon Phase,N/A,Limited edition: 20 pieces,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,21.4 x 36.1 mm,N/A,N/A,7.4 mm,N/A,N/A,N/A,3,N/A,"blue and purple beaded mother-of-pearl
18K gold Emerald applique",N/A,18K white gold,N/A,18K white gold,quartz,HW5203,N/A,N/A,N/A,"hours and minutes
small seconds
moon phase",N/A,"Total gem-setting

                            168 brilliant-cut diamonds (approx. 6.22 cts)108 brilliant-cut blue sapphires (approx. 1.18 cts)56 brilliant-cut pink sapphires (approx. 0.61 carat)52 brilliant-cut purple sapphires (approx. 0.57 carat)"
AVCQHM19RR030,https://www.harrywinston.com/en/products/harry-winston-the-avenue-collection/avenue-c-art-deco-r1/white-alligator-leather-avcqhm19rr030,N/A,Harry Winston,N/A,N/A,Avenue C Art Deco,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,19 x 39.5 mm,N/A,N/A,6.7 mm,N/A,N/A,N/A,3,N/A,"sunray pattern
18K gold Emerald applique",N/A,18K rose gold,N/A,18K rose gold,quartz,HW1044,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            59 brilliant-cut diamonds (approx. 1.69 cts)"
AVCQHM19RR032,https://www.harrywinston.com/en/products/harry-winston-the-avenue-collection/avenue-c-art-deco-r1/18k-rose-gold-avcqhm19rr032,N/A,Harry Winston,N/A,N/A,Avenue C Art Deco,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,19 x 39.5 mm,N/A,N/A,6.7 mm,N/A,N/A,N/A,3,N/A,"sunray pattern
18K gold Emerald applique",N/A,18K rose gold,N/A,18K rose gold,quartz,HW1044,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            59 brilliant-cut diamonds (approx. 1.69 cts)"
AVCQHM19WW131,https://www.harrywinston.com/en/products/harry-winston-the-avenue-collection/avenue-c-art-deco-w1/18k-white-gold-avcqhm19ww131,N/A,Harry Winston,N/A,N/A,Avenue C Art Deco,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,19 x 39.5 mm,N/A,N/A,6.7 mm,N/A,N/A,N/A,3,N/A,"sunray pattern
18K gold Emerald applique",N/A,18K white gold,N/A,18K white gold,quartz,HW1044,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            59 brilliant-cut diamonds (approx. 1.69 cts)"
AVCQHM19WW009,https://www.harrywinston.com/en/products/harry-winston-the-avenue-collection/avenue-c-w2/18k-white-gold-diamond-set-avcqhm19ww009,N/A,Harry Winston,N/A,N/A,Avenue C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,19 x 39.5 mm,N/A,N/A,6.7 mm,N/A,N/A,N/A,3,N/A,diamond setting,N/A,18K white gold,N/A,18K white gold,quartz,HW1044,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            335 brilliant-cut diamonds (approx. 5.96 cts)"
AVCQHM19WW063,https://www.harrywinston.com/en/products/harry-winston-the-avenue-collection/avenue-c-w1/18k-white-gold-avcqhm19ww063,N/A,Harry Winston,N/A,N/A,Avenue C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,19 x 39.5 mm,N/A,N/A,6.7 mm,N/A,N/A,N/A,3,N/A,white mother-of-pearl,N/A,18K white gold,N/A,18K white gold,quartz,HW1044,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            43 brilliant-cut diamonds (approx. 1.57 cts)"
AVEATZ37ZZ001,https://www.harrywinston.com/en/products/harry-winston-the-avenue-collection/avenue-dual-time-automatic-z1/black-alligator-leather-aveatz37zz001,N/A,Harry Winston,N/A,N/A,Avenue Dual Time Automatic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,35.8 x 53.8 mm,N/A,N/A,10.7 mm,N/A,N/A,N/A,3,N/A,"openworked
black upper dial
18K gold Emerald applique",N/A,Zalium,N/A,Zalium,automatic,HW3502,N/A,N/A,N/A,"excentered hours and minutes
date
day/night indicator
second time-zone with retrograde hours",N/A,N/A
AVCQHM19WW136,https://www.harrywinston.com/en/products/harry-winston-the-avenue-collection/avenue-c-emerald-w1/black-alligator-leather-avcqhm19ww136,N/A,Harry Winston,N/A,N/A,Avenue C Emerald,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,19 x 39.5 mm,N/A,N/A,6.7 mm,N/A,N/A,N/A,3,N/A,"light pink varnished white mother-of-pearl
light lilac varnished beaded mother-of-pearl
18K gold Emerald applique",N/A,18K white gold,N/A,18K white gold,quartz,HW1044,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            87 brilliant-cut diamonds (approx. 1.66 cts)"
